StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders
85032C,CURIOUS IMAGES GIFT WRAP SET,209,240.65000000000003,22
85032D,YULETIDE IMAGES GIFT WRAP SET,506,856.44,52
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,233,374.1,34
85033S,SET/6 SILVER REINDEER T-LIGHTS,259,319.3,50
85034A,3 GARDENIA MORRIS BOXED CANDLES,354,1478.92,67
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,246,1011.86,34
85034C,3 ROSE MORRIS BOXED CANDLES,189,825.37,44
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,356,1526.32,109
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,379,1540.41,67
85035C,ROSE 3 WICK MORRIS BOX CANDLE,225,967.13,74
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,2,16.94,2
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,5,42.35,5
85035c,ROSE 3 WICK MORRIS BOX CANDLE,2,16.94,2
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,414,1700.36,107
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,243,974.23,39
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,140,579.16,47
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2,16.94,2
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,758,674.01,97
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,848,1005.6199999999999,101
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,240,265.44,54
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,27,90.72,18
85039b,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,13.44,1
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1173,2029.3899999999999,246
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2282,3544.5299999999997,224
85040a,S/4 PINK FLOWER CANDLES IN BOWL,19,64.47,13
85040b,SET/4 BLUE FLOWER CANDLES IN BOWL,7,23.519999999999996,3
85049A,TRADITIONAL CHRISTMAS RIBBONS,3293,4466.29,383
85049B,LUSH GREENS RIBBONS,2082,2598.3,327
85049C,ROMANTIC PINKS RIBBONS ,1795,2268.11,287
85049D,BRIGHT BLUES RIBBONS ,1829,2285.47,298
85049E,SCANDINAVIAN REDS RIBBONS,3645,4942.65,455
85049F,BABY BOOM RIBBONS ,1737,2162.91,233
85049G,CHOCOLATE BOX RIBBONS ,2256,2766.96,267
85049H,URBAN BLACK RIBBONS ,1227,1210.59,154
85049a,TRADITIONAL CHRISTMAS RIBBONS,255,856.8,17
85049b,LUSH GREENS RIBBONS,2,5.02,1
85049e,SCANDINAVIAN REDS RIBBONS,189,629.98,21
85049g,CHOCOLATE BOX RIBBONS ,2,5.02,1
85061W,WHITE JEWELLED HEART DECORATION,4258,3654.2599999999998,312
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,873,853.11,37
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1147,671.2900000000001,41
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",608,424.53,37
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,487,314.67,29
85086A,CANDY SPOT HEART DECORATION,441,446.65,102
85097B,BLUE ROCKING SINGING CANARY,95,382.32,45
85098B,BLUE FLYING SINGING CANARY,318,1306.54,119
85099B,JUMBO BAG RED RETROSPOT,30308,54332.97,1253
85099B,JUMBO BAG RED WHITE SPOTTY ,14066,25054.27,541
85099B,RED RETROSPOT JUMBO BAG ,5402,9535.24,216
85099B,missing,-1400,0.0,1
85099C,JUMBO  BAG BAROQUE BLACK WHITE,17295,32140.12,972
85099F,JUMBO BAG STRAWBERRY,19818,35854.59,1053
85099b,JUMBO BAG RED RETROSPOT,419,2111.64,25
85099c,JUMBO  BAG BAROQUE BLACK WHITE,17,85.17,10
85099f,JUMBO BAG STRAWBERRY,167,845.02,17
85114A,BLACK ENCHANTED FOREST PLACEMAT,761,1236.6299999999999,51
85114B,IVORY ENCHANTED FOREST PLACEMAT,1598,2843.75,153
85114C,RED ENCHANTED FOREST PLACEMAT,705,1415.56,93
85114a,BLACK ENCHANTED FOREST PLACEMAT,7,23.94,2
85114b,IVORY ENCHANTED FOREST PLACEMAT,20,67.9,5
85114c,RED ENCHANTED FOREST PLACEMAT,26,88.06,8
85115B,S/4 BLACK DISCO PARTITION PANEL,3,12.75,1
85121B,RETRO LAUNDRY TUB PINK,75,843.24,54
85121C,RETRO LAUNDRY TUB PISTACHIO,96,901.91,54
85123A,21733 mixed,-192,0.0,1
85123A,WHITE HANGING HEART T-LIGHT HOLDER,57428,155825.52,3375
85123a,WHITE HANGING HEART T-LIGHT HOLDER,305,2039.9099999999999,34
85123b,ZINC HANGING HEART T-LITE HLDR,1,6.04,1
85124A,PINK JUICY FRUIT PHOTO FRAME,369,1016.7299999999999,98
85124A,damaged,-26,0.0,1
85124B,BLUE JUICY FRUIT PHOTO FRAME,273,707.56,66
85124C,GREEN JUICY FRUIT PHOTO FRAME,349,907.86,90
85124a,PINK JUICY FRUIT PHOTO FRAME,10,50.599999999999994,9
85124b,BLUE JUICY FRUIT PHOTO FRAME,2,10.23,2
85124c,GREEN JUICY FRUIT PHOTO FRAME,3,15.18,2
85129A,"WHITE PEARL BEADED HEART, SMALL",433,555.41,76
85129B,BEADED CRYSTAL HEART GREEN SMALL,135,174.03,29
85129C,BEADED CRYSTAL HEART BLUE SMALL,340,441.68,53
85129D,BEADED CRYSTAL HEART PINK SMALL,591,859.59,107
85130A,BEADED PEARL HEART WHITE LARGE,660,1135.04,79
85130B,BEADED CRYSTAL HEART GREEN LARGE,78,161.26,22
85130C,BEADED CRYSTAL HEART BLUE  LARGE,201,340.27,22
85130D,BEADED CRYSTAL HEART PINK LARGE,230,401.10999999999996,46
85131A,BEADED PEARL HEART WHITE ON STICK,1086,785.4,85
85131B,BEADED CRYSTAL HEART GREEN ON STICK,357,237.23,53
85131C,BEADED CRYSTAL HEART BLUE ON STICK,254,148.5,23
85131D,BEADED CRYSTAL HEART PINK ON STICK,595,354.85,59
85131D,BEADED CRYSTAL HEART PINK\ON STICK,21,32.55,11
85132A,CHARLIE + LOLA BISCUITS TINS,815,3697.86,150
85132B,CHARLIE AND LOLA TABLE TINS,391,1619.83,52
85132C,CHARLIE AND LOLA FIGURES TINS,542,2249.22,100
85132a,CHARLIE + LOLA BISCUITS TINS,4,85.39,4
85132b,CHARLIE AND LOLA TABLE TINS,1,21.23,1
85132c,CHARLIE AND LOLA FIGURES TINS,1,21.23,1
85135A,YELLOW DRAGONFLY HELICOPTER,73,587.64,59
85135B,BLUE DRAGONFLY HELICOPTER,108,880.5,88
85135C,RED DRAGONFLY HELICOPTER,72,595.5,56
85136A,YELLOW SHARK HELICOPTER,83,680.75,65
85136B,BLUE SHARK HELICOPTER,56,449.92,46
85136C,RED SHARK HELICOPTER,123,1000.27,96
85159A,"BLACK TEA,COFFEE,SUGAR JARS",38,459.28000000000003,38
85159B,"WHITE TEA,COFFEE,SUGAR JARS",36,362.65000000000003,30
85159b,"WHITE TEA,COFFEE,SUGAR JARS",1,13.0,1
85160A,WHITE BIRD GARDEN DESIGN MUG,4490,924.6500000000001,32
85160B,BLACK BIRD GARDEN DESIGN MUG,3070,579.8299999999999,23
85160a,WHITE BIRD GARDEN DESIGN MUG,7,112.91,2
85160b,BLACK BIRD GARDEN DESIGN MUG,1,16.13,1
85162A,?,-242,0.0,1
85162A,SILVER RETRODISC LAMPSHADE,603,1203.96,24
85162B,BLACK RETRODISC LAMPSHADE,977,1905.15,13
85162C,WHITE RETRODISC LAMPSHADE,904,1841.7,46
85163A,WHITE BAROQUE WALL CLOCK ,38,511.91999999999996,25
85163B,BLACK BAROQUE WALL CLOCK ,31,484.98,30
85164B,BLACK BAROQUE CUCKOO CLOCK,139,1812.4299999999998,66
85164b,BLACK BAROQUE CUCKOO CLOCK,1,26.04,1
85166A,WHITE METAL BAROQUE PHOTO FRAME,76,155.15,13
85166B,BLACK METAL BAROQUE PHOTO FRAME,510,864.1,38
85167A,WHITE GRAND BAROQUE PHOTO FRAME,149,315.8,15
85167B,BLACK GRAND BAROQUE PHOTO FRAME,677,1383.59,55
85168A,WHITE BAROQUE CARRIAGE CLOCK,22,218.89999999999998,15
85168B,BLACK BAROQUE CARRIAGE CLOCK,22,229.32999999999998,17
85169A,IVORY LOVE BIRD CANDLE,472,614.06,68
85169B,BLACK LOVE BIRD CANDLE,154,218.12,37
85169C,EAU DE NIL LOVE BIRD CANDLE,77,116.47,26
85169D,PINK LOVE BIRD CANDLE,171,250.41,39
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,816,1533.54,87
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,71,165.46,26
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,213,399.22,38
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,274,509.9,57
85179A,GREEN BITTY LIGHT CHAIN,26,144.25,15
85179B,WHITE BITTY LIGHT CHAIN ,247,1061.25,45
85179C,PINK BITTY LIGHT CHAIN,10,55.84,4
85179a,GREEN BITTY LIGHT CHAIN,1,9.32,1
85180A,RED HEARTS LIGHT CHAIN ,117,551.9100000000001,38
85180B,PINK HEARTS LIGHT CHAIN ,94,444.28000000000003,20
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,838,1407.46,57
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,744,1344.6399999999999,59
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,13,38.35,8
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,640,1956.0200000000002,154
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,4372,2884.81,68
85184c,S/4 VALENTINE DECOUPAGE HEART BOX,4,23.77,4
85184d,S/4 BLUE ROUND DECOUPAGE BOXES,1,5.91,1
85185B,PINK HORSE SOCK PUPPET,322,1034.5700000000002,121
85185C,COW  SOCK PUPPET,58,171.10000000000002,27
85185D,FROG SOCK PUPPET,184,603.6600000000001,60
85185D,stock take,-96,0.0,1
85185E,DUCK SOCK PUPPET,2,6.700000000000002,3
85185F,LION SOCK PUPPET,37,109.15,19
85186A,EASTER BUNNY GARLAND OF FLOWERS,921,419.82,84
85186B,BUNNY BUNCH OF FLOWERS,14,5.88,2
85186C,BUNNY EGG GARLAND,848,378.94,75
85188A,GREEN METAL SWINGING BUNNY,602,527.25,64
85188B,PINK METAL SWINGING BUNNY,647,572.63,65
85192S,HANGING SPRING FLOWER HEART SMALL,3,1.9500000000000002,2
85194L,HANGING SPRING FLOWER EGG LARGE,867,734.3399999999999,76
85194S,HANGING SPRING FLOWER EGG SMALL,563,400.29,59
85199L,LARGE HANGING IVORY & RED WOOD BIRD,2554,1671.6200000000001,185
85199S,SMALL HANGING IVORY/RED WOOD BIRD,3489,1550.2,236
85205A,IVORY FELT EASTER RABBIT GARLAND,66,168.29999999999998,21
85205B,PINK FELT EASTER RABBIT GARLAND,119,346.22999999999996,32
85206A,CREAM FELT EASTER EGG BASKET,1372,2445.33,209
85206B,PINK FELT EASTER EGG BASKET,1515,2439.35,182
85226A,WHITE/BLUE PULL BACK RACING CAR,1672,909.97,150
85226C,BLUE PULL BACK RACING CAR,991,523.41,83
85230A,OPIUM SCENTED VOTIVE CANDLE,1152,293.76,30
85230B,CINNAMON SCENTED VOTIVE CANDLE,928,255.67999999999998,32
85230C,ROSE SCENTED VOTIVE CANDLE,24,6.959999999999999,1
85230D,VANILLA SCENTED VOTIVE CANDLE,24,6.959999999999999,1
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1344,360.96,42
85230F,JASMINE VOTIVE CANDLE,2632,642.3199999999999,51
85230G,ORANGE VOTIVE CANDLE,696,182.64,23
85231B,CINAMMON SET OF 9 T-LIGHTS,1288,1202.35,252
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,824,685.88,107
85231G,ORANGE SCENTED SET/9 T-LIGHTS,890,792.5899999999999,184
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1043,841.75,116
85231b,CINAMMON SET OF 9 T-LIGHTS,1,1.66,1
85231e,STRAWBERRY SCENTED SET/9 T-LIGHTS,1,1.66,1
85232A,SET/3 POLKA DOT STACKING TINS,238,1192.6200000000001,106
85232A,SET/3 POLKADOT STACKING TINS,31,169.11,17
85232B,SET OF 3 BABUSHKA STACKING TINS,837,4198.1900000000005,168
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1926,9662.04,390
85232B,wrong code,-258,0.0,1
85232C,RUSSIAN FOLKART STACKING TINS,1,4.95,1
85232D,SET/3 DECOUPAGE STACKING TINS,520,2719.2000000000003,165
85232a,SET/3 POLKA DOT STACKING TINS,2,20.34,2
85232b,SET OF 3 BABUSHKA STACKING TINS,9,91.53,8
85232b,SET/3 RUSSIAN DOLL STACKING TINS,16,162.94,14
85232d,SET/3 DECOUPAGE STACKING TINS,1,10.17,1
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,20,121.07000000000001,13
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,18,109.88000000000001,16
90000C,OPAL WHITE/SILVER FLOWER NECKLACE,2,12.32,2
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,33,203.01,22
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,6,25.65,6
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,7,29.72,8
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,7,29.810000000000002,6
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,14,59.47,7
90002A,FLOWER BURST SILVER RING OPAL,39,146.25,14
90002B,FLOWER BURST SILVER RING ROSE,22,82.74,11
90002C,FLOWER BURST SILVER RING MIDN'T BLU,31,116.88,20
90002D,FLOWER BURST SILVER RING CRYSTAL,95,332.03,29
90002E,FLOWER BURST SILVER RING GREEN,15,56.519999999999996,13
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,27,102.06,17
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,18,68.07,14
90003D,CRYSTAL PAIR HEART HAIR SLIDES,27,102.66,17
90003E,GREEN PAIR HEART HAIR SLIDES,12,45.51,9
90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,1,3.75,1
90005A,JADE GREEN ENAMEL HAIR COMB,94,193.07,49
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,26,231.79999999999998,17
90010B,BLACK/WHITE GLASS/SILVER BRACELET,53,487.7,30
90010E,AMBER GLASS/SILVER BRACELET,31,275.32,21
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,9,26.77,9
90011B,BLACK CRYSTAL DROP EARRINGS,8,23.79,8
90011C,GREEN CRYSTAL DROP EARRINGS,10,29.53,5
90011D,PURPLE CRYSTAL DROP EARRINGS,2,5.99,2
90011E,AMBER CRYSTAL DROP EARRINGS,5,14.85,5
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,2,20.619999999999997,2
90012B,BLACK DROP CRYSTAL NECKLACE,4,40.55,3
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,66,250.38,47
90013B,BLACK VINTAGE EARRINGS,72,296.47,51
90013C,GREEN VINTAGE EARRINGS ,52,208.68,33
90013D,PURPLE VINTAGE EARRINGS,40,152.94,14
90013E,AMBER VINTAGE EARRINGS ,2,8.57,2
90014A,SILVER/MOP ORBIT NECKLACE,28,284.41999999999996,19
90014B,GOLD M PEARL  ORBIT NECKLACE,19,195.54,14
90014C,SILVER/BLACK ORBIT NECKLACE,24,241.48,16
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,12,102.15,9
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,15,127.48,11
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,14,119.11,11
90018A,SILVER M.O.P ORBIT DROP EARRINGS,33,140.64,21
90018B,GOLD M.O.P ORBIT DROP EARRINGS,19,80.82000000000001,16
90018C,SILVER BLACK ORBIT DROP EARRINGS,16,68.11,11
90019A,SILVER M.O.P ORBIT BRACELET,32,168.52,25
90019B,GOLD M.O.P ORBIT BRACELET,15,77.61,11
90019C,SILVER BLACK ORBIT BRACELET,29,155.67,25
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5,4
90024B,NEW BAROQUE B'FLY NECKLACE RED,18,153.46,16
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,8,68.16,8
90024D,NEW BAROQUE B'FLY NECKLACE PINK,13,110.68,11
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,14,119.17,9
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,3,25.48,2
90025B,BAROQUE BUTTERFLY EARRINGS RED,2,7.5600000000000005,2
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,6,22.56,6
90025D,BAROQUE BUTTERFLY EARRINGS PINK,2,7.5,2
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,6,22.77,6
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,4,15.27,4
90026A,GLASS BEAD HOOP NECKLACE BLACK,9,76.47,8
90026B,GLASS BEAD HOOP NECKLACE MONTANA,5,42.5,4
90026C,GLASS BEAD HOOP NECKLACE GREEN,4,34.0,3
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,7,59.5,5
90027A,GLASS BEAD HOOP EARRINGS BLACK,4,11.82,4
90027B,GLASS BEAD HOOP EARRINGS MONTANA,10,29.520000000000003,7
90027C,GLASS BEAD HOOP EARRINGS GREEN,9,26.67,7
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,14,43.78,10
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,7,41.760000000000005,3
90030B,RED KUKUI COCONUT SEED NECKLACE,18,107.29,12
90030C,BROWN KUKUI COCONUT SEED NECKLACE,11,65.54,6
90035A,"PEARL & SHELL 42""NECKL. GREEN",19,203.93,13
90035B,"PEARL & SHELL 42""NECKL. PINK",43,380.89,4
90035C,"PEARL & SHELL 42""NECKL. IVORY",26,279.5,4
90036A,FLOWER GARLAND NECKLACE RED,21,168.06,16
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",14,111.30000000000001,8
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",22,175.43,10
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",27,214.89000000000001,12
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",31,247.92000000000002,17
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",18,144.23000000000002,12
90037A,TINY CRYSTAL BRACELET RED,25,63.83,11
90037B,TINY CRYSTAL BRACELET GREEN,18,45.89,5
90037C,TINY CRYSTAL BRACELET BLUE,22,56.11,8
90037D,TINY CRYSTALS BRACELET BLACK,14,35.87,8
90038A,GLASS AND PAINTED BEADS BRACELET TO,21,79.65,12
90038B,GLASS AND PAINTED BEADS BRACELET OL,8,30.42,5
90038C,GLASS AND BEADS BRACELET IVORY,10,37.77,5
90039A,FIRE POLISHED GLASS BRACELET RED,2,7.65,2
90039B,FIRE POLISHED GLASS BRACELET MONTAN,11,41.49,6
90039C,FIRE POLISHED GLASS BRACELET BLACK,18,67.98,7
90039D,FIRE POLISHED GLASS BRACELET GREEN,23,87.78,16
90040A,MURANO STYLE GLASS BRACELET RED,36,142.26,30
90040B,MURANO STYLE GLASS BRACELET BLACK,55,196.89,27
90040C,MURANO STYLE GLASS BRACELET GOLD,24,85.64,13
90040D,MURANO STYLE GLASS BRACELET PINK,41,148.87,25
90042A,FRESHWATER PEARL BRACELET GOLD,60,153.14,31
90042B,FRESHWATER PEARL BRACELET PINK,17,43.349999999999994,6
90042C,FRESHWATER PEARL BRACELET IVORY,54,137.51,21
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,252,95.75999999999999,6
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,506,314.68,14
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,51,85.83,23
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,15,25.029999999999998,9
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,27,45.03999999999999,14
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,40,66.97999999999999,22
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,32,53.58,20
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,27,45.18,13
90060B,FIRE POLISHED GLASS NECKL GOLD,6,35.7,3
90060C,FIRE POLISHED GLASS NECKL SILVER,7,41.65,3
90060D,FIRE POLISHED GLASS NECKL BRONZE,10,59.5,6
90060F,FIRE POLISHED GLASS NECKL GREEN,24,142.87,13
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,9,76.48,5
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,11,93.85,8
90064A,WHITE VINTAGE CRYSTAL EARRINGS,10,40.44,6
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,9,33.75,5
90065A,WHITE VINTAGE CRYSTAL BRACELET,18,125.99000000000001,13
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,22,154.87,14
90066A,PINK VINTAGE VICTORIAN CHOKER,5,33.75,2
90067A,PINK VINTAGE VICTORIAN EARRINGS,19,56.09,9
90067B,BROWN VINTAGE VICTORIAN EARRINGS,14,41.32000000000001,4
90081A,LILY BROOCH AMETHYST COLOUR,36,178.45000000000002,17
90081B,LILY BROOCH WHITE/SILVER COLOUR,6,29.700000000000003,2
90081C,LILY BROOCH OLIVE COLOUR,31,155.96,22
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,30,192.26,15
90082B,DIAMANTE BOW BROOCH RED COLOUR,41,260.34999999999997,17
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,3,19.93,3
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,99,638.0699999999999,49
90120A,PINK MURANO TWIST BRACELET,87,370.19,39
90120B,BLUE MURANO TWIST BRACELET,69,291.56,28
90120C,GREEN MURANO TWIST BRACELET,60,255.6,38
90120D,WHITE MURANO TWIST BRACELET,124,512.34,35
90121B,VINTAGE ROSE BEAD BRACELET BLUE,16,68.0,10
90122A,PINK CRYSTAL+GLASS BRACELET,34,169.36,17
90122B,JADE CRYSTAL+GLASS BRACELET,40,199.06,20
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,30,149.87,19
90123A,PINK HEART OF GLASS BRACELET,22,130.9,10
90123B,TURQUOISE HEART OF GLASS BRACELET,19,113.17,8
90123C,GREEN HEART OF GLASS BRACELET,13,77.46000000000001,6
90123D,WHITE HEART OF GLASS BRACELET,23,137.07999999999998,9
90124A,PINK MURANO TWIST NECKLACE,22,219.61999999999998,14
90124B,BLUE MURANO TWIST NECKLACE,28,281.46,20
90124C,GREEN MURANO TWIST NECKLACE,11,110.66999999999999,8
90125A,PINK BERTIE GLASS BEAD BAG CHARM,22,52.53,9
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,14,31.51,5
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,15,31.500000000000004,3
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,41,113.71000000000001,17
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,7,23.14,7
90126A,PINK BERTIE MOBILE PHONE CHARM,19,33.78,4
90126B,BLUE BERTIE MOBILE PHONE CHARM,3,8.48,3
90126C,AMBER BERTIE MOBILE PHONE CHARM,19,35.519999999999996,4
90127A,PINK BEADS+HAND PHONE CHARM,12,15.0,1
90127B,BLUE BEADS+HAND PHONE CHARM,2,2.5,2
90128A,PINK LEAVES AND BEADS PHONE CHARM,31,43.79,9
90128B,BLUE LEAVES AND BEADS PHONE CHARM,18,23.759999999999998,6
90128C,GREEN LEAVES AND BEADS PHONE CHARM,16,22.58,5
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,12,18.78,6
90129A,PINK GLASS TASSLE BAG CHARM ,111,220.7,55
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,93,215.21,44
90129C,GREEN GLASS TASSLE BAG CHARM,75,168.6,36
90129D,AMBER GLASS TASSLE BAG CHARM,55,132.74,28
90129E,PURPLE GLASS TASSLE BAG CHARM,91,192.74,46
90129F,RED GLASS TASSLE BAG CHARM,47,106.48,29
90130A,WHITE STONE/CRYSTAL EARRINGS,22,65.01,10
90130B,TURQ STONE/CRYSTAL EARRINGS,27,80.04,20
90130C,GREEN STONE/CRYSTAL EARRINGS,12,35.63,12
90130D,RED STONE/CRYSTAL EARRINGS,10,29.610000000000007,5
90135A,ORANGE/FUSCHIA STONES NECKLACE,10,49.64,3
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,9,47.35,8
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,5,25.17,5
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,6,31.38,5
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,3,15.969999999999999,3
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,5,25.310000000000002,3
90142A,GREEN PENDANT SHELL NECKLACE,4,20.36,3
90142B,IVORY PENDANT SHELL NECKLACE,1,5.09,1
90142C,ROSE PINK PENDANT SHELL NECKLACE,1,5.09,1
90142D,MOP PENDANT SHELL NECKLACE,1,4.95,1
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,2,11.58,2
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,5,29.75,4
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,6,35.7,3
90160A,PURPLE BOUDICCA LARGE BRACELET,14,97.57000000000001,10
90160B,RED BOUDICCA LARGE BRACELET,41,281.19,17
90160C,TURQ+RED BOUDICCA LARGE BRACELET,44,307.18,20
90160D,PINK BOUDICCA LARGE BRACELET,37,257.57,14
90161A,ANT COPPER RED BOUDICCA BRACELET,49,245.32,25
90161B,ANT COPPER TURQ BOUDICCA BRACELET,76,381.45,41
90161C,ANT COPPER LIME BOUDICCA BRACELET,87,436.26,51
90161D,ANT COPPER PINK BOUDICCA BRACELET,77,383.90000000000003,43
90162A,ANT SILVER TURQUOISE BOUDICCA RING,24,70.80000000000001,10
90162B,ANT SILVER LIME GREEN BOUDICCA RING,29,85.55000000000001,11
90162C,ANT SILVER FUSCHIA BOUDICCA RING,28,82.60000000000001,9
90162D,ANT SILVER PURPLE BOUDICCA RING,20,59.0,10
90163A,PINK ROSEBUD & PEARL NECKLACE,25,190.39,15
90163B,WHITE ROSEBUD & PEARL NECKLACE,6,45.73,4
90164A,PINK ROSEBUD PEARL BRACELET,13,99.72,11
90164B,WHITE  ROSEBUD PEARL BRACELET,29,221.95999999999998,20
90165A,PINK ROSEBUD PEARL EARRINGS,26,66.50999999999999,12
90165B,WHITE ROSEBUD  PEARL EARRINGS,33,84.22,17
90175A,WHITE GLASS CHUNKY CHARM BRACELET,73,656.17,40
90175B,PINK GLASS CHUNKY CHARM BRACELET,25,222.60999999999999,20
90175C,BLUE GLASS CHUNKY CHARM BRACELET,30,270.3,16
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,37,335.68,22
90176A,CLASSIC DIAMANTE NECKLACE JET,7,53.4,5
90176B,DIAMANTE NECKLACE BLACK ,1,7.5,1
90176C,DIAMANTE NECKLACE,5,38.68,6
90176D,DIAMANTE NECKLACE PURPLE,4,30.31,3
90177A,CLASSIC DIAMANTE EARRINGS JET,5,14.79,5
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,17,50.370000000000005,12
90177C,DROP DIAMANTE EARRINGS CRYSTAL,14,41.67,13
90177D,DROP DIAMANTE EARRINGS PURPLE,23,68.15,13
90177E,DROP DIAMANTE EARRINGS GREEN,15,44.589999999999996,14
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,22,263.01,15
